rank,name,href,nowPrice,marketcap,volume,sosok,종목토론실,종목분석,공매도현황,시세,종합정보,투자자별 매매동향,뉴스·공시,차트,전자공시,ETF분석
84,삼성증권,https://finance.naver.com/item/main.nhn?code=016360,"43,750","39,069","416,224",코스피,https://finance.naver.com/item/board.nhn?code=016360,https://finance.naver.com/item/coinfo.nhn?code=016360,https://finance.naver.com/item/short_trade.nhn?code=016360,https://finance.naver.com/item/sise.nhn?code=016360,https://finance.naver.com/item/main.nhn?code=016360,https://finance.naver.com/item/frgn.nhn?code=016360,https://finance.naver.com/item/news.nhn?code=016360,https://finance.naver.com/item/fchart.nhn?code=016360,https://finance.naver.com/item/dart.nhn?code=016360,NaN
85,삼성카드,https://finance.naver.com/item/main.nhn?code=029780,"33,550","38,871","321,195",코스피,https://finance.naver.com/item/board.nhn?code=029780,https://finance.naver.com/item/coinfo.nhn?code=029780,https://finance.naver.com/item/short_trade.nhn?code=029780,https://finance.naver.com/item/sise.nhn?code=029780,https://finance.naver.com/item/main.nhn?code=029780,https://finance.naver.com/item/frgn.nhn?code=029780,https://finance.naver.com/item/news.nhn?code=029780,https://finance.naver.com/item/fchart.nhn?code=029780,https://finance.naver.com/item/dart.nhn?code=029780,NaN
86,대우조선해양,https://finance.naver.com/item/main.nhn?code=042660,"36,000","38,625","991,693",코스피,https://finance.naver.com/item/board.nhn?code=042660,https://finance.naver.com/item/coinfo.nhn?code=042660,https://finance.naver.com/item/short_trade.nhn?code=042660,https://finance.naver.com/item/sise.nhn?code=042660,https://finance.naver.com/item/main.nhn?code=042660,https://finance.naver.com/item/frgn.nhn?code=042660,https://finance.naver.com/item/news.nhn?code=042660,https://finance.naver.com/item/fchart.nhn?code=042660,https://finance.naver.com/item/dart.nhn?code=042660,NaN
87,팬오션,https://finance.naver.com/item/main.nhn?code=028670,"7,110","38,008","7,612,378",코스피,https://finance.naver.com/item/board.nhn?code=028670,https://finance.naver.com/item/coinfo.nhn?code=028670,https://finance.naver.com/item/short_trade.nhn?code=028670,https://finance.naver.com/item/sise.nhn?code=028670,https://finance.naver.com/item/main.nhn?code=028670,https://finance.naver.com/item/frgn.nhn?code=028670,https://finance.naver.com/item/news.nhn?code=028670,https://finance.naver.com/item/fchart.nhn?code=028670,https://finance.naver.com/item/dart.nhn?code=028670,NaN
88,호텔신라,https://finance.naver.com/item/main.nhn?code=008770,"95,500","37,482","733,459",코스피,https://finance.naver.com/item/board.nhn?code=008770,https://finance.naver.com/item/coinfo.nhn?code=008770,https://finance.naver.com/item/short_trade.nhn?code=008770,https://finance.naver.com/item/sise.nhn?code=008770,https://finance.naver.com/item/main.nhn?code=008770,https://finance.naver.com/item/frgn.nhn?code=008770,https://finance.naver.com/item/news.nhn?code=008770,https://finance.naver.com/item/fchart.nhn?code=008770,https://finance.naver.com/item/dart.nhn?code=008770,NaN
89,녹십자,https://finance.naver.com/item/main.nhn?code=006280,"320,500","37,455","44,676",코스피,https://finance.naver.com/item/board.nhn?code=006280,https://finance.naver.com/item/coinfo.nhn?code=006280,https://finance.naver.com/item/short_trade.nhn?code=006280,https://finance.naver.com/item/sise.nhn?code=006280,https://finance.naver.com/item/main.nhn?code=006280,https://finance.naver.com/item/frgn.nhn?code=006280,https://finance.naver.com/item/news.nhn?code=006280,https://finance.naver.com/item/fchart.nhn?code=006280,https://finance.naver.com/item/dart.nhn?code=006280,NaN
90,현대오토에버,https://finance.naver.com/item/main.nhn?code=307950,"132,500","36,337","110,988",코스피,https://finance.naver.com/item/board.nhn?code=307950,https://finance.naver.com/item/coinfo.nhn?code=307950,https://finance.naver.com/item/short_trade.nhn?code=307950,https://finance.naver.com/item/sise.nhn?code=307950,https://finance.naver.com/item/main.nhn?code=307950,https://finance.naver.com/item/frgn.nhn?code=307950,https://finance.naver.com/item/news.nhn?code=307950,https://finance.naver.com/item/fchart.nhn?code=307950,https://finance.naver.com/item/dart.nhn?code=307950,NaN
91,두산인프라코어,https://finance.naver.com/item/main.nhn?code=042670,"15,600","36,066","7,068,164",코스피,https://finance.naver.com/item/board.nhn?code=042670,https://finance.naver.com/item/coinfo.nhn?code=042670,https://finance.naver.com/item/short_trade.nhn?code=042670,https://finance.naver.com/item/sise.nhn?code=042670,https://finance.naver.com/item/main.nhn?code=042670,https://finance.naver.com/item/frgn.nhn?code=042670,https://finance.naver.com/item/news.nhn?code=042670,https://finance.naver.com/item/fchart.nhn?code=042670,https://finance.naver.com/item/dart.nhn?code=042670,NaN
92,효성티앤씨,https://finance.naver.com/item/main.nhn?code=298020,"829,000","35,876","39,258",코스피,https://finance.naver.com/item/board.nhn?code=298020,https://finance.naver.com/item/coinfo.nhn?code=298020,https://finance.naver.com/item/short_trade.nhn?code=298020,https://finance.naver.com/item/sise.nhn?code=298020,https://finance.naver.com/item/main.nhn?code=298020,https://finance.naver.com/item/frgn.nhn?code=298020,https://finance.naver.com/item/news.nhn?code=298020,https://finance.naver.com/item/fchart.nhn?code=298020,https://finance.naver.com/item/dart.nhn?code=298020,NaN
93,NH투자증권,https://finance.naver.com/item/main.nhn?code=005940,"12,600","35,458","650,652",코스피,https://finance.naver.com/item/board.nhn?code=005940,https://finance.naver.com/item/coinfo.nhn?code=005940,https://finance.naver.com/item/short_trade.nhn?code=005940,https://finance.naver.com/item/sise.nhn?code=005940,https://finance.naver.com/item/main.nhn?code=005940,https://finance.naver.com/item/frgn.nhn?code=005940,https://finance.naver.com/item/news.nhn?code=005940,https://finance.naver.com/item/fchart.nhn?code=005940,https://finance.naver.com/item/dart.nhn?code=005940,NaN
94,GS건설,https://finance.naver.com/item/main.nhn?code=006360,"41,300","35,345","984,800",코스피,https://finance.naver.com/item/board.nhn?code=006360,https://finance.naver.com/item/coinfo.nhn?code=006360,https://finance.naver.com/item/short_trade.nhn?code=006360,https://finance.naver.com/item/sise.nhn?code=006360,https://finance.naver.com/item/main.nhn?code=006360,https://finance.naver.com/item/frgn.nhn?code=006360,https://finance.naver.com/item/news.nhn?code=006360,https://finance.naver.com/item/fchart.nhn?code=006360,https://finance.naver.com/item/dart.nhn?code=006360,NaN
95,현대미포조선,https://finance.naver.com/item/main.nhn?code=010620,"88,400","35,309","638,802",코스피,https://finance.naver.com/item/board.nhn?code=010620,https://finance.naver.com/item/coinfo.nhn?code=010620,https://finance.naver.com/item/short_trade.nhn?code=010620,https://finance.naver.com/item/sise.nhn?code=010620,https://finance.naver.com/item/main.nhn?code=010620,https://finance.naver.com/item/frgn.nhn?code=010620,https://finance.naver.com/item/news.nhn?code=010620,https://finance.naver.com/item/fchart.nhn?code=010620,https://finance.naver.com/item/dart.nhn?code=010620,NaN
96,DB손해보험,https://finance.naver.com/item/main.nhn?code=005830,"48,850","34,586","169,843",코스피,https://finance.naver.com/item/board.nhn?code=005830,https://finance.naver.com/item/coinfo.nhn?code=005830,https://finance.naver.com/item/short_trade.nhn?code=005830,https://finance.naver.com/item/sise.nhn?code=005830,https://finance.naver.com/item/main.nhn?code=005830,https://finance.naver.com/item/frgn.nhn?code=005830,https://finance.naver.com/item/news.nhn?code=005830,https://finance.naver.com/item/fchart.nhn?code=005830,https://finance.naver.com/item/dart.nhn?code=005830,NaN
97,한국가스공사,https://finance.naver.com/item/main.nhn?code=036460,"37,250","34,387","1,274,153",코스피,https://finance.naver.com/item/board.nhn?code=036460,https://finance.naver.com/item/coinfo.nhn?code=036460,https://finance.naver.com/item/short_trade.nhn?code=036460,https://finance.naver.com/item/sise.nhn?code=036460,https://finance.naver.com/item/main.nhn?code=036460,https://finance.naver.com/item/frgn.nhn?code=036460,https://finance.naver.com/item/news.nhn?code=036460,https://finance.naver.com/item/fchart.nhn?code=036460,https://finance.naver.com/item/dart.nhn?code=036460,NaN
98,대우건설,https://finance.naver.com/item/main.nhn?code=047040,"8,210","34,123","4,058,840",코스피,https://finance.naver.com/item/board.nhn?code=047040,https://finance.naver.com/item/coinfo.nhn?code=047040,https://finance.naver.com/item/short_trade.nhn?code=047040,https://finance.naver.com/item/sise.nhn?code=047040,https://finance.naver.com/item/main.nhn?code=047040,https://finance.naver.com/item/frgn.nhn?code=047040,https://finance.naver.com/item/news.nhn?code=047040,https://finance.naver.com/item/fchart.nhn?code=047040,https://finance.naver.com/item/dart.nhn?code=047040,NaN
99,휠라홀딩스,https://finance.naver.com/item/main.nhn?code=081660,"55,500","33,717","411,933",코스피,https://finance.naver.com/item/board.nhn?code=081660,https://finance.naver.com/item/coinfo.nhn?code=081660,https://finance.naver.com/item/short_trade.nhn?code=081660,https://finance.naver.com/item/sise.nhn?code=081660,https://finance.naver.com/item/main.nhn?code=081660,https://finance.naver.com/item/frgn.nhn?code=081660,https://finance.naver.com/item/news.nhn?code=081660,https://finance.naver.com/item/fchart.nhn?code=081660,https://finance.naver.com/item/dart.nhn?code=081660,NaN
100,한국항공우주,https://finance.naver.com/item/main.nhn?code=047810,"33,900","33,044","841,292",코스피,https://finance.naver.com/item/board.nhn?code=047810,https://finance.naver.com/item/coinfo.nhn?code=047810,https://finance.naver.com/item/short_trade.nhn?code=047810,https://finance.naver.com/item/sise.nhn?code=047810,https://finance.naver.com/item/main.nhn?code=047810,https://finance.naver.com/item/frgn.nhn?code=047810,https://finance.naver.com/item/news.nhn?code=047810,https://finance.naver.com/item/fchart.nhn?code=047810,https://finance.naver.com/item/dart.nhn?code=047810,NaN
