PER,미래 PER,동일업종 PER,시가배당률,PBR,당기순이익 2017,당기순이익 2018,당기순이익 2019,당기순이익 2020,부채비율 2017,부채비율 2018,부채비율 2019,부채비율 2020,당좌비율 2017,당좌비율 2018,당좌비율 2019,당좌비율 2020,유보율 2017,유보율 2018,유보율 2019,유보율 2020
11.38,12.45,13.66,1.9,1.36,4374.0,5023.0,6061.0,6401.0,103.93,116.9,115.12,,122.93,113.97,133.4,,22778.49,24779.52,27309.02,
